,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
249,537995,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,09-12-2010 11:39,2.55,12712,Germany,15.3
250,537995,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,09-12-2010 11:39,2.55,12712,Germany,15.3
251,537995,22550,HOLIDAY FUN LUDO,4,09-12-2010 11:39,3.75,12712,Germany,15.0
252,537995,82494L,WOODEN FRAME ANTIQUE WHITE ,6,09-12-2010 11:39,2.95,12712,Germany,17.7
253,537995,22788,BROCANTE COAT RACK,2,09-12-2010 11:39,9.95,12712,Germany,19.9
254,537995,POST,POSTAGE,2,09-12-2010 11:39,18.0,12712,Germany,36.0
255,537995,20702,PINK PADDED MOBILE,12,09-12-2010 11:39,4.25,12712,Germany,51.0
256,C538084,22860,EASTER TIN CHICKS PINK DAISY,-6,09-12-2010 14:42,1.65,12649,Germany,-9.9
257,C538084,22859,EASTER TIN BUNNY BOUQUET,-6,09-12-2010 14:42,1.65,12649,Germany,-9.9
258,C538123,22331,WOODLAND PARTY BAG + STICKER SET,-1,09-12-2010 15:41,1.65,12605,Germany,-1.65
259,C538123,22333,RETROSPOT PARTY BAG + STICKER SET,-1,09-12-2010 15:41,1.65,12605,Germany,-1.65
260,C538123,22956,36 FOIL HEART CAKE CASES,-2,09-12-2010 15:41,2.1,12605,Germany,-4.2
261,538174,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,10-12-2010 09:35,1.45,12471,Germany,17.4
262,538174,21212,PACK OF 72 RETROSPOT CAKE CASES,24,10-12-2010 09:35,0.55,12471,Germany,13.2
263,538174,21578,WOODLAND DESIGN  COTTON TOTE BAG,24,10-12-2010 09:35,2.25,12471,Germany,54.0
264,538174,21700,BIG DOUGHNUT FRIDGE MAGNETS,72,10-12-2010 09:35,0.85,12471,Germany,61.2
265,538174,16235,RECYCLED PENCIL WITH RABBIT ERASER,60,10-12-2010 09:35,0.21,12471,Germany,12.6
266,538174,21731,RED TOADSTOOL LED NIGHT LIGHT,48,10-12-2010 09:35,1.65,12471,Germany,79.2
267,538174,21787,RAIN PONCHO RETROSPOT,24,10-12-2010 09:35,0.85,12471,Germany,20.4
268,538174,21232,STRAWBERRY CERAMIC TRINKET BOX,36,10-12-2010 09:35,1.25,12471,Germany,45.0
269,538174,22077,6 RIBBONS RUSTIC CHARM,24,10-12-2010 09:35,1.65,12471,Germany,39.6
270,538174,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,10-12-2010 09:35,2.95,12471,Germany,35.4
271,538174,22423,REGENCY CAKESTAND 3 TIER,32,10-12-2010 09:35,10.95,12471,Germany,350.4
272,538174,22472,TV DINNER TRAY DOLLY GIRL,12,10-12-2010 09:35,4.95,12471,Germany,59.4
273,538174,22445,PENCIL CASE LIFE IS BEAUTIFUL,12,10-12-2010 09:35,2.95,12471,Germany,35.4
274,538174,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,10-12-2010 09:35,1.65,12471,Germany,39.6
275,538174,22556,PLASTERS IN TIN CIRCUS PARADE ,24,10-12-2010 09:35,1.65,12471,Germany,39.6
276,538174,22555,PLASTERS IN TIN STRONGMAN,24,10-12-2010 09:35,1.65,12471,Germany,39.6
277,538174,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,36,10-12-2010 09:35,1.45,12471,Germany,52.2
278,538174,22644,CERAMIC CHERRY CAKE MONEY BANK,12,10-12-2010 09:35,1.45,12471,Germany,17.4
279,538174,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,10-12-2010 09:35,4.95,12471,Germany,39.6
280,538174,22489,PACK OF 12 TRADITIONAL CRAYONS,24,10-12-2010 09:35,0.42,12471,Germany,10.08
281,538174,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,10-12-2010 09:35,0.85,12471,Germany,20.4
282,538174,22908,PACK OF 20 NAPKINS RED APPLES,24,10-12-2010 09:35,0.85,12471,Germany,20.4
283,538174,22897,OVEN MITT APPLES DESIGN,20,10-12-2010 09:35,1.45,12471,Germany,29.0
284,538174,22752,SET 7 BABUSHKA NESTING BOXES,2,10-12-2010 09:35,8.5,12471,Germany,17.0
285,538174,22848,BREAD BIN DINER STYLE PINK,4,10-12-2010 09:35,14.95,12471,Germany,59.8
286,538174,22728,ALARM CLOCK BAKELIKE PINK,24,10-12-2010 09:35,3.75,12471,Germany,90.0
287,538174,84228,HEN HOUSE W CHICK STANDING,24,10-12-2010 09:35,0.42,12471,Germany,10.08
288,538174,22968,ROSE COTTAGE KEEPSAKE BOX ,8,10-12-2010 09:35,8.5,12471,Germany,68.0
289,538174,22491,PACK OF 12 COLOURED PENCILS,12,10-12-2010 09:35,0.85,12471,Germany,10.2
290,538174,22741,FUNKY DIVA PEN,96,10-12-2010 09:35,0.85,12471,Germany,81.6
291,538174,22797,CHEST OF DRAWERS GINGHAM HEART ,1,10-12-2010 09:35,16.95,12471,Germany,16.95
292,538174,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,10-12-2010 09:35,2.95,12471,Germany,35.4
293,538174,22621,TRADITIONAL KNITTING NANCY,12,10-12-2010 09:35,1.45,12471,Germany,17.4
294,538174,22937,BAKING MOULD CHOCOLATE CUPCAKES,12,10-12-2010 09:35,2.55,12471,Germany,30.6
295,538174,22746,POPPY'S PLAYHOUSE LIVINGROOM ,12,10-12-2010 09:35,2.1,12471,Germany,25.2
296,538174,22745,POPPY'S PLAYHOUSE BEDROOM ,12,10-12-2010 09:35,2.1,12471,Germany,25.2
297,538174,22748,POPPY'S PLAYHOUSE KITCHEN,6,10-12-2010 09:35,2.1,12471,Germany,12.6
298,538174,22419,LIPSTICK PEN RED,100,10-12-2010 09:35,0.36,12471,Germany,36.0
299,538174,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,10-12-2010 09:35,1.65,12471,Germany,19.8
300,538174,22549,PICTURE DOMINOES,12,10-12-2010 09:35,1.45,12471,Germany,17.4
301,538174,22625,RED KITCHEN SCALES,12,10-12-2010 09:35,7.65,12471,Germany,91.8
302,538174,21231,SWEETHEART CERAMIC TRINKET BOX,12,10-12-2010 09:35,1.25,12471,Germany,15.0
303,538174,21577,SAVE THE PLANET COTTON TOTE BAG,18,10-12-2010 09:35,2.25,12471,Germany,40.5
304,538174,22808,SET OF 6 T-LIGHTS EASTER CHICKS,18,10-12-2010 09:35,2.95,12471,Germany,53.1
305,538174,22856,ASSORTED EASTER DECORATIONS  BELLS,18,10-12-2010 09:35,1.25,12471,Germany,22.5
306,538174,22859,EASTER TIN BUNNY BOUQUET,12,10-12-2010 09:35,1.65,12471,Germany,19.8
307,538174,22934,BAKING MOULD EASTER EGG WHITE CHOC,12,10-12-2010 09:35,2.95,12471,Germany,35.4
308,538175,POST,POSTAGE,21,10-12-2010 09:48,18.0,12471,Germany,378.0
309,C538642,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-1,13-12-2010 14:37,8.5,12476,Germany,-8.5
310,C538642,21658,GLASS  BEURRE DISH,-1,13-12-2010 14:37,3.95,12476,Germany,-3.95
311,C538643,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-1,13-12-2010 14:38,8.5,12476,Germany,-8.5
312,C538643,21658,GLASS  BEURRE DISH,-1,13-12-2010 14:38,3.95,12476,Germany,-3.95
313,538644,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,13-12-2010 14:39,8.5,12476,Germany,8.5
314,538644,21658,GLASS  BEURRE DISH,1,13-12-2010 14:39,3.95,12476,Germany,3.95
315,C539031,22847,BREAD BIN DINER STYLE IVORY,-1,15-12-2010 14:25,14.95,12647,Germany,-14.95
316,C539031,22203,MILK PAN RED RETROSPOT,-1,15-12-2010 14:25,3.75,12647,Germany,-3.75
317,C539031,22202,MILK PAN PINK POLKADOT,-1,15-12-2010 14:25,3.75,12647,Germany,-3.75
318,C539031,22199,FRYING PAN RED RETROSPOT,-4,15-12-2010 14:25,4.25,12647,Germany,-17.0
319,C539031,21731,RED TOADSTOOL LED NIGHT LIGHT,-1,15-12-2010 14:25,1.65,12647,Germany,-1.65
320,C539031,21452,TOADSTOOL MONEY BOX,-4,15-12-2010 14:25,2.95,12647,Germany,-11.8
321,C539097,22972,CHILDREN'S SPACEBOY MUG,-7,16-12-2010 10:28,1.65,12621,Germany,-11.55
322,539327,POST,POSTAGE,1,17-12-2010 09:24,18.0,12600,Germany,18.0
323,539327,35651,VINTAGE BEAD PINK SCARF ,12,17-12-2010 09:24,1.65,12600,Germany,19.8
324,539327,21481,FAWN BLUE HOT WATER BOTTLE,6,17-12-2010 09:24,2.95,12600,Germany,17.7
325,539327,20679,EDWARDIAN PARASOL RED,12,17-12-2010 09:24,5.95,12600,Germany,71.4
326,539327,85014B,RED RETROSPOT UMBRELLA,12,17-12-2010 09:24,5.95,12600,Germany,71.4
327,539395,22913,RED COAT RACK PARIS FASHION,6,17-12-2010 11:52,4.95,12471,Germany,29.7
328,539395,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,36,17-12-2010 11:52,0.85,12471,Germany,30.6
329,539395,22969,HOMEMADE JAM SCENTED CANDLES,36,17-12-2010 11:52,1.45,12471,Germany,52.2
330,539395,22962,JAM JAR WITH PINK LID,24,17-12-2010 11:52,0.85,12471,Germany,20.4
331,539395,22961,JAM MAKING SET PRINTED,48,17-12-2010 11:52,1.45,12471,Germany,69.6
332,539395,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,18,17-12-2010 11:52,2.1,12471,Germany,37.8
333,539395,22966,GINGERBREAD MAN COOKIE CUTTER,12,17-12-2010 11:52,1.25,12471,Germany,15.0
334,539395,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,17-12-2010 11:52,2.95,12471,Germany,17.7
335,539395,22744,MAKE YOUR OWN MONSOON CARD KIT,6,17-12-2010 11:52,2.95,12471,Germany,17.7
336,539395,21577,SAVE THE PLANET COTTON TOTE BAG,12,17-12-2010 11:52,2.25,12471,Germany,27.0
337,539395,21578,WOODLAND DESIGN  COTTON TOTE BAG,12,17-12-2010 11:52,2.25,12471,Germany,27.0
338,539395,21700,BIG DOUGHNUT FRIDGE MAGNETS,48,17-12-2010 11:52,0.85,12471,Germany,40.8
339,539395,21731,RED TOADSTOOL LED NIGHT LIGHT,24,17-12-2010 11:52,1.65,12471,Germany,39.6
340,539395,22423,REGENCY CAKESTAND 3 TIER,32,17-12-2010 11:52,10.95,12471,Germany,350.4
341,539395,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,17-12-2010 11:52,2.95,12471,Germany,35.4
342,539395,22472,TV DINNER TRAY DOLLY GIRL,9,17-12-2010 11:52,4.95,12471,Germany,44.55
343,539395,22445,PENCIL CASE LIFE IS BEAUTIFUL,12,17-12-2010 11:52,2.95,12471,Germany,35.4
344,539395,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,17-12-2010 11:52,1.65,12471,Germany,19.8
345,539395,22555,PLASTERS IN TIN STRONGMAN,12,17-12-2010 11:52,1.65,12471,Germany,19.8
346,539395,22556,PLASTERS IN TIN CIRCUS PARADE ,12,17-12-2010 11:52,1.65,12471,Germany,19.8
347,539395,22625,RED KITCHEN SCALES,6,17-12-2010 11:52,8.5,12471,Germany,51.0
348,539395,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,17-12-2010 11:52,4.95,12471,Germany,39.6
349,539395,22848,BREAD BIN DINER STYLE PINK,6,17-12-2010 11:52,14.95,12471,Germany,89.7
350,539395,22728,ALARM CLOCK BAKELIKE PINK,12,17-12-2010 11:52,3.75,12471,Germany,45.0
351,539395,22968,ROSE COTTAGE KEEPSAKE BOX ,6,17-12-2010 11:52,9.95,12471,Germany,59.7
352,539395,22752,SET 7 BABUSHKA NESTING BOXES,6,17-12-2010 11:52,8.5,12471,Germany,51.0
353,539395,POST,POSTAGE,11,17-12-2010 11:52,18.0,12471,Germany,198.0
354,539398,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,17-12-2010 11:53,4.95,12471,Germany,29.7
355,539401,21485,RETROSPOT HEART HOT WATER BOTTLE,15,17-12-2010 12:02,4.95,12709,Germany,74.25
356,539401,21258,VICTORIAN SEWING BOX LARGE,16,17-12-2010 12:02,10.95,12709,Germany,175.2
357,539401,22343,PARTY PIZZA DISH RED RETROSPOT,24,17-12-2010 12:02,0.21,12709,Germany,5.04
358,539401,22504,CABIN BAG VINTAGE RETROSPOT,12,17-12-2010 12:02,12.75,12709,Germany,153.0
359,539401,22503,CABIN BAG VINTAGE PAISLEY,12,17-12-2010 12:02,12.75,12709,Germany,153.0
360,539401,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,17-12-2010 12:02,1.25,12709,Germany,30.0
361,539401,20685,DOORMAT RED RETROSPOT,30,17-12-2010 12:02,6.75,12709,Germany,202.5
362,539403,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,17-12-2010 12:21,3.95,12647,Germany,15.8
363,539403,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,17-12-2010 12:21,1.65,12647,Germany,19.8
364,539403,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,17-12-2010 12:21,1.25,12647,Germany,15.0
365,539403,21789,KIDS RAIN MAC PINK,24,17-12-2010 12:21,0.85,12647,Germany,20.4
366,539403,22625,RED KITCHEN SCALES,2,17-12-2010 12:21,8.5,12647,Germany,17.0
367,539403,21272,SALLE DE BAIN HOOK,12,17-12-2010 12:21,1.25,12647,Germany,15.0
368,539403,22452,MEASURING TAPE BABUSHKA PINK,6,17-12-2010 12:21,2.95,12647,Germany,17.7
369,539403,22968,ROSE COTTAGE KEEPSAKE BOX ,4,17-12-2010 12:21,9.95,12647,Germany,39.8
370,539403,22505,MEMO BOARD COTTAGE DESIGN,4,17-12-2010 12:21,4.95,12647,Germany,19.8
371,539403,POST,POSTAGE,2,17-12-2010 12:21,18.0,12647,Germany,36.0
372,539403,22626,BLACK KITCHEN SCALES,1,17-12-2010 12:21,8.5,12647,Germany,8.5
373,539405,22960,JAM MAKING SET WITH JARS,6,17-12-2010 12:38,4.25,12621,Germany,25.5
374,539405,22961,JAM MAKING SET PRINTED,12,17-12-2010 12:38,1.45,12621,Germany,17.4
375,539405,22973,CHILDREN'S CIRCUS PARADE MUG,12,17-12-2010 12:38,1.65,12621,Germany,19.8
376,539405,21881,CUTE CATS TAPE,24,17-12-2010 12:38,0.19,12621,Germany,4.56
377,539405,22074,6 RIBBONS SHIMMERING PINKS ,24,17-12-2010 12:38,0.42,12621,Germany,10.08
378,539405,22190,LOCAL CAFE MUG,24,17-12-2010 12:38,0.85,12621,Germany,20.4
379,539405,22834,HAND WARMER BABUSHKA DESIGN,48,17-12-2010 12:38,0.85,12621,Germany,40.8
380,539405,22355,CHARLOTTE BAG SUKI DESIGN,30,17-12-2010 12:38,0.85,12621,Germany,25.5
381,539405,85205B,PINK FELT EASTER RABBIT GARLAND,12,17-12-2010 12:38,2.55,12621,Germany,30.6
382,539405,22652,TRAVEL SEWING KIT,10,17-12-2010 12:38,1.65,12621,Germany,16.5
383,539405,22654,DELUXE SEWING KIT ,6,17-12-2010 12:38,5.95,12621,Germany,35.7
384,539405,22077,6 RIBBONS RUSTIC CHARM,12,17-12-2010 12:38,1.65,12621,Germany,19.8
385,539405,22423,REGENCY CAKESTAND 3 TIER,16,17-12-2010 12:38,10.95,12621,Germany,175.2
386,539405,20973,12 PENCIL SMALL TUBE WOODLAND,24,17-12-2010 12:38,0.65,12621,Germany,15.6
387,539405,22752,SET 7 BABUSHKA NESTING BOXES,24,17-12-2010 12:38,7.65,12621,Germany,183.6
388,539405,22837,HOT WATER BOTTLE BABUSHKA ,36,17-12-2010 12:38,4.25,12621,Germany,153.0
389,539405,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,17-12-2010 12:38,8.5,12621,Germany,17.0
390,539405,POST,POSTAGE,6,17-12-2010 12:38,18.0,12621,Germany,108.0
391,539408,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,17-12-2010 12:56,4.95,12720,Germany,14.85
392,539408,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,17-12-2010 12:56,4.95,12720,Germany,14.85
393,539408,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,17-12-2010 12:56,3.95,12720,Germany,15.8
394,539408,22723,SET OF 6 HERB TINS SKETCHBOOK,4,17-12-2010 12:56,3.95,12720,Germany,15.8
395,539408,21880,RED RETROSPOT TAPE,24,17-12-2010 12:56,0.19,12720,Germany,4.56
396,539408,22343,PARTY PIZZA DISH RED RETROSPOT,24,17-12-2010 12:56,0.21,12720,Germany,5.04
397,539408,22344,PARTY PIZZA DISH PINK POLKADOT,24,17-12-2010 12:56,0.21,12720,Germany,5.04
398,539408,22345,PARTY PIZZA DISH BLUE POLKADOT,24,17-12-2010 12:56,0.21,12720,Germany,5.04
399,539408,22346,PARTY PIZZA DISH GREEN POLKADOT,24,17-12-2010 12:56,0.21,12720,Germany,5.04
400,539408,20973,12 PENCIL SMALL TUBE WOODLAND,24,17-12-2010 12:56,0.65,12720,Germany,15.6
401,539408,22379,RECYCLING BAG RETROSPOT ,5,17-12-2010 12:56,2.1,12720,Germany,10.5
402,539408,20724,RED RETROSPOT CHARLOTTE BAG,10,17-12-2010 12:56,0.85,12720,Germany,8.5
403,539408,21884,CAKES AND BOWS GIFT  TAPE,24,17-12-2010 12:56,0.19,12720,Germany,4.56
404,539408,21883,STARS GIFT TAPE ,24,17-12-2010 12:56,0.19,12720,Germany,4.56
405,539408,POST,POSTAGE,3,17-12-2010 12:56,18.0,12720,Germany,54.0
406,C539409,POST,POSTAGE,-1,17-12-2010 12:58,18.0,12720,Germany,-18.0
407,539446,22834,HAND WARMER BABUSHKA DESIGN,48,17-12-2010 15:58,0.85,12705,Germany,40.8
408,539446,84660C,PINK STITCHED WALL CLOCK,20,17-12-2010 15:58,1.25,12705,Germany,25.0
409,539446,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,24,17-12-2010 15:58,0.85,12705,Germany,20.4
410,539446,70006,LOVE HEART POCKET WARMER,30,17-12-2010 15:58,0.42,12705,Germany,12.6
411,539446,84674,FLYING PIG WATERING CAN,24,17-12-2010 15:58,1.25,12705,Germany,30.0
412,539446,84660B,BLACK STITCHED WALL CLOCK,20,17-12-2010 15:58,1.25,12705,Germany,25.0
413,539446,84660A,WHITE STITCHED WALL CLOCK,20,17-12-2010 15:58,1.25,12705,Germany,25.0
414,539446,22837,HOT WATER BOTTLE BABUSHKA ,8,17-12-2010 15:58,4.65,12705,Germany,37.2
415,539446,21481,FAWN BLUE HOT WATER BOTTLE,12,17-12-2010 15:58,2.95,12705,Germany,35.4
416,539446,22113,GREY HEART HOT WATER BOTTLE,12,17-12-2010 15:58,3.75,12705,Germany,45.0
417,539446,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,17-12-2010 15:58,4.25,12705,Germany,17.0
418,539446,22254,FELT TOADSTOOL LARGE,12,17-12-2010 15:58,1.25,12705,Germany,15.0
419,539446,22255,FELT TOADSTOOL  SMALL,12,17-12-2010 15:58,0.85,12705,Germany,10.2
420,539446,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,17-12-2010 15:58,2.95,12705,Germany,17.7
421,539446,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,17-12-2010 15:58,2.95,12705,Germany,17.7
422,539446,22659,LUNCH BOX I LOVE LONDON,24,17-12-2010 15:58,1.95,12705,Germany,46.8
423,539446,21426,WOODLAND STORAGE BOX SMALL,6,17-12-2010 15:58,2.1,12705,Germany,12.6
424,539446,21424,WOODLAND STORAGE BOX LARGE ,6,17-12-2010 15:58,2.95,12705,Germany,17.7
425,539446,21731,RED TOADSTOOL LED NIGHT LIGHT,12,17-12-2010 15:58,1.65,12705,Germany,19.8
426,539446,20712,JUMBO BAG WOODLAND ANIMALS,20,17-12-2010 15:58,1.95,12705,Germany,39.0
427,539446,21232,STRAWBERRY CERAMIC TRINKET BOX,12,17-12-2010 15:58,1.25,12705,Germany,15.0
428,539446,21231,SWEETHEART CERAMIC TRINKET BOX,12,17-12-2010 15:58,1.25,12705,Germany,15.0
429,539446,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,17-12-2010 15:58,1.25,12705,Germany,15.0
430,539446,22423,REGENCY CAKESTAND 3 TIER,4,17-12-2010 15:58,12.75,12705,Germany,51.0
431,539446,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,17-12-2010 15:58,9.95,12705,Germany,19.9
432,539446,22236,CAKE STAND 3 TIER MAGIC GARDEN,2,17-12-2010 15:58,12.75,12705,Germany,25.5
433,539446,22223,CAKE PLATE LOVEBIRD PINK,3,17-12-2010 15:58,4.95,12705,Germany,14.85
434,539446,22222,CAKE PLATE LOVEBIRD WHITE,3,17-12-2010 15:58,4.95,12705,Germany,14.85
435,539446,21871,SAVE THE PLANET MUG,12,17-12-2010 15:58,1.25,12705,Germany,15.0
436,539446,POST,POSTAGE,9,17-12-2010 15:58,18.0,12705,Germany,162.0
437,539466,21880,RED RETROSPOT TAPE,24,19-12-2010 12:46,0.19,12668,Germany,4.56
438,539466,21881,CUTE CATS TAPE,24,19-12-2010 12:46,0.19,12668,Germany,4.56
439,539466,21884,CAKES AND BOWS GIFT  TAPE,24,19-12-2010 12:46,0.19,12668,Germany,4.56
440,539466,22117,METAL SIGN HER DINNER IS SERVED ,12,19-12-2010 12:46,0.85,12668,Germany,10.2
441,539466,22378,WALL TIDY RETROSPOT ,40,19-12-2010 12:46,0.85,12668,Germany,34.0
442,539466,22396,MAGNETS PACK OF 4 RETRO PHOTO,24,19-12-2010 12:46,0.42,12668,Germany,10.08
443,539466,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",20,19-12-2010 12:46,0.42,12668,Germany,8.4
444,539466,82613D,METAL SIGN CUPCAKE SINGLE HOOK,20,19-12-2010 12:46,0.42,12668,Germany,8.4
445,539466,84509G,SET OF 4 FAIRY CAKE PLACEMATS ,12,19-12-2010 12:46,1.25,12668,Germany,15.0
446,539466,21231,SWEETHEART CERAMIC TRINKET BOX,12,19-12-2010 12:46,1.25,12668,Germany,15.0
447,539466,21232,STRAWBERRY CERAMIC TRINKET BOX,24,19-12-2010 12:46,1.25,12668,Germany,30.0
448,539466,22064,PINK DOUGHNUT TRINKET POT ,12,19-12-2010 12:46,1.65,12668,Germany,19.8
449,539466,22644,CERAMIC CHERRY CAKE MONEY BANK,12,19-12-2010 12:46,1.45,12668,Germany,17.4
450,539466,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12,19-12-2010 12:46,1.49,12668,Germany,17.88
451,539466,47567B,TEA TIME KITCHEN APRON,3,19-12-2010 12:46,5.95,12668,Germany,17.85
452,539466,47570B,TEA TIME TABLE CLOTH,2,19-12-2010 12:46,10.65,12668,Germany,21.3
453,539466,48185,DOORMAT FAIRY CAKE,2,19-12-2010 12:46,7.95,12668,Germany,15.9
454,539466,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,19-12-2010 12:46,2.95,12668,Germany,17.7
455,539466,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,19-12-2010 12:46,2.95,12668,Germany,17.7
456,539466,21527,RED RETROSPOT TRADITIONAL TEAPOT ,6,19-12-2010 12:46,7.95,12668,Germany,47.7
457,539466,21165,BEWARE OF THE CAT METAL SIGN ,12,19-12-2010 12:46,1.69,12668,Germany,20.28
458,539466,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,19-12-2010 12:46,1.65,12668,Germany,19.8
459,539466,21731,RED TOADSTOOL LED NIGHT LIGHT,12,19-12-2010 12:46,1.65,12668,Germany,19.8
460,539466,POST,POSTAGE,4,19-12-2010 12:46,18.0,12668,Germany,72.0
461,539636,22961,JAM MAKING SET PRINTED,24,20-12-2010 15:15,1.45,12481,Germany,34.8
462,539636,22963,JAM JAR WITH GREEN LID,48,20-12-2010 15:15,0.72,12481,Germany,34.56
463,539636,22962,JAM JAR WITH PINK LID,24,20-12-2010 15:15,0.85,12481,Germany,20.4
464,539636,22849,BREAD BIN DINER STYLE MINT,4,20-12-2010 15:15,14.95,12481,Germany,59.8
465,539636,22847,BREAD BIN DINER STYLE IVORY,4,20-12-2010 15:15,14.95,12481,Germany,59.8
466,539636,22624,IVORY KITCHEN SCALES,4,20-12-2010 15:15,8.5,12481,Germany,34.0
467,539636,22627,MINT KITCHEN SCALES,4,20-12-2010 15:15,8.5,12481,Germany,34.0
468,539636,22445,PENCIL CASE LIFE IS BEAUTIFUL,48,20-12-2010 15:15,2.55,12481,Germany,122.4
469,539636,21680,WOODLAND  STICKERS,24,20-12-2010 15:15,0.85,12481,Germany,20.4
470,539636,22863,SOAP DISH BROCANTE,24,20-12-2010 15:15,2.95,12481,Germany,70.8
471,539636,22652,TRAVEL SEWING KIT,20,20-12-2010 15:15,1.65,12481,Germany,33.0
472,539636,POST,POSTAGE,6,20-12-2010 15:15,18.0,12481,Germany,108.0
473,C539644,22968,ROSE COTTAGE KEEPSAKE BOX ,-1,20-12-2010 15:52,9.95,12471,Germany,-9.95
474,C539644,22897,OVEN MITT APPLES DESIGN,-1,20-12-2010 15:52,1.45,12471,Germany,-1.45
475,C539644,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,-8,20-12-2010 15:52,1.45,12471,Germany,-11.6
476,C539644,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,20-12-2010 15:52,1.25,12471,Germany,-2.5
477,C539644,22423,REGENCY CAKESTAND 3 TIER,-21,20-12-2010 15:52,10.95,12471,Germany,-229.95
478,C539644,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-5,20-12-2010 15:52,2.95,12471,Germany,-14.75
479,C539644,21232,STRAWBERRY CERAMIC TRINKET BOX,-4,20-12-2010 15:52,1.25,12471,Germany,-5.0
480,C539644,22908,PACK OF 20 NAPKINS RED APPLES,-1,20-12-2010 15:52,0.85,12471,Germany,-0.85
481,C539644,22820,GIFT BAG BIRTHDAY,-2,20-12-2010 15:52,0.65,12471,Germany,-1.3
482,C539644,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,-2,20-12-2010 15:52,0.85,12471,Germany,-1.7
483,C539644,22554,PLASTERS IN TIN WOODLAND ANIMALS,-2,20-12-2010 15:52,1.65,12471,Germany,-3.3
484,C539644,22555,PLASTERS IN TIN STRONGMAN,-4,20-12-2010 15:52,1.65,12471,Germany,-6.6
485,C539644,21577,SAVE THE PLANET COTTON TOTE BAG,-1,20-12-2010 15:52,2.25,12471,Germany,-2.25
486,C539644,22472,TV DINNER TRAY DOLLY GIRL,-1,20-12-2010 15:52,4.95,12471,Germany,-4.95
487,C539644,21578,WOODLAND DESIGN  COTTON TOTE BAG,-2,20-12-2010 15:52,2.25,12471,Germany,-4.5
488,C539866,22300,COFFEE MUG DOG + BALL DESIGN,-3,23-12-2010 10:20,2.55,12427,Germany,-7.65
489,C539866,22634,CHILDS BREAKFAST SET SPACEBOY ,-4,23-12-2010 10:20,8.5,12427,Germany,-34.0
490,C539866,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-2,23-12-2010 10:20,7.65,12427,Germany,-15.3
491,539946,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,23-12-2010 11:46,2.95,13817,Germany,17.7
492,539946,20712,JUMBO BAG WOODLAND ANIMALS,10,23-12-2010 11:46,1.95,13817,Germany,19.5
493,539946,20981,12 PENCILS TALL TUBE WOODLAND,12,23-12-2010 11:46,0.85,13817,Germany,10.2
494,539946,22331,WOODLAND PARTY BAG + STICKER SET,8,23-12-2010 11:46,1.65,13817,Germany,13.2
495,539946,22333,RETROSPOT PARTY BAG + STICKER SET,8,23-12-2010 11:46,1.65,13817,Germany,13.2
